Callimico goeldii,558.33
Callithrix humeralifer,343.33
Callithrix argentata,357.25
Callithrix pygmaea,116.83
Callithrix penicillata,307.0
Callithrix flaviceps,406.0
Callithrix jacchus,309.0
Leontopithecus rosalia,558.0
Saguinus leucopus,490.0
Saguinus imperator,445.8
Saguinus bicolor,465.0
Saguinus nigricollis,411.0
Saguinus mystax,526.13
Saguinus geoffroyi,499.33
Saguinus fuscicollis,370.0
Saguinus oedipus,401.0
Saguinus labiatus,501.33
Saguinus midas,466.75
Alouatta pigra,11600.0
Alouatta seniculus,5555.29
Alouatta palliata,5659.14
Alouatta caraya,5353.0
Aotus trivirgatus,833.56
Aotus lemurinus,874.0
Aotus azarai,1230.0
Ateles belzebuth,5400.0
Ateles geoffroyi,6265.8
Ateles paniscus,7758.8
Ateles fusciceps,7761.8
Brachyteles arachnoides,11142.5
Cacajao calvus,4092.0
Callicebus torquatus,1050.0
Callicebus cupreus,1120.0
Callicebus moloch,850.0
Cebus olivaceus,2410.0
Cebus capucinus,2602.57
Cebus apella,2528.5
Cebus albifrons,2539.07
Chiropotes albinasus,2900.0
Chiropotes satanas,2750.0
Lagothrix lagotricha,6076.25
Pithecia monachus,1926.67
Pithecia pithecia,1377.2
Saimiri oerstedi,580.0
Saimiri sciureus,607.8
Allenopithecus nigroviridis,3301.67
Cercocebus galeritus,5425.75
Cercocebus torquatus,7036.67
Cercopithecus wolfi,2870.0
Cercopithecus lhoesti,4700.0
Cercopithecus mona,3833.33
Cercopithecus nictitans,4225.33
Cercopithecus erythrotis,
Cercopithecus cephus,2866.25
Cercopithecus pogonias,2973.67
Cercopithecus ascanius,3392.6
Cercopithecus campbelli,3150.0
Cercopithecus mitis,5685.71
Cercopithecus solatus,3920.0
Cercopithecus neglectus,4670.17
Cercopithecus diana,4216.5
Chlorocebus aethiops,3732.64
Colobus angolensis,9000.0
Colobus satanas,9500.0
Colobus polykomos,8508.0
Colobus guereza,9725.17
Erythrocebus patas,5883.4
Lophocebus albigena,6725.8
Macaca thibetana,10036.67
Macaca fuscata,8857.5
Macaca maura,5575.0
Macaca sylvanus,9752.6
Macaca arctoides,7307.67
Macaca nigra,6211.67
Macaca sinica,3495.0
Macaca silenus,4875.0
Macaca mulatta,5413.4
Macaca cyclopis,6316.67
Macaca nemestrina,6133.1
Macaca fascicularis,3456.29
Macaca radiata,3735.0
Mandrillus leucophaeus,9087.5
Mandrillus sphinx,11916.67
Miopithecus talapoin,1093.33
Nasalis larvatus,9462.6
Papio hamadryas,14028.57
Presbytis comata,6200.0
Presbytis rubicunda,6300.0
Presbytis potenziani,6400.0
Presbytis melalophos,6600.0
Procolobus verus,3600.0
Procolobus badius,6163.5
Pygathrix bieti,9960.0
Pygathrix nemaeus,8310.0
Semnopithecus entellus,11253.33
Theropithecus gelada,12242.33
Trachypithecus francoisi,7325.0
Trachypithecus geei,8100.0
Trachypithecus johnii,12000.0
Trachypithecus cristatus,6572.0
Trachypithecus vetulus,7081.75
Trachypithecus obscurus,6426.0
Trachypithecus phayrei,8400.0
Cheirogaleus major,394.2
Cheirogaleus medius,170.6
Microcebus rufus,69.0
Microcebus coquereli,306.67
Microcebus murinus,71.0
Phaner furcifer,400.0
Daubentonia madagascariensis,2610.33
Euoticus elegantulus,280.0
Galago alleni,289.2
Galago moholi,180.0
Galago senegalensis,171.38
Galagoides demidoff,66.0
Galagoides zanzibaricus,144.0
Otolemur crassicaudatus,1143.33
Otolemur garnettii,731.33
Gorilla gorilla,101386.11
Pan troglodytes,37618.18
Pan paniscus,32733.33
Pongo pygmaeus,37115.6
Hylobates moloch,6048.4
Hylobates klossii,5900.0
Hylobates hoolock,6500.0
Hylobates concolor,6389.67
Hylobates agilis,5666.67
Hylobates syndactylus,9554.67
Hylobates lar,5050.56
Avahi laniger,1094.43
Indri indri,7918.0
Propithecus tattersalli,3545.0
Propithecus diadema,6260.0
Propithecus verreauxi,3657.13
Eulemur rubriventer,1765.33
Eulemur macaco,2171.83
Eulemur mongoz,1666.2
Eulemur coronatus,1389.25
Eulemur fulvus,2426.29
Hapalemur aureus,1390.0
Hapalemur griseus,1202.71
Lemur catta,2466.67
Varecia variegata,3431.43
Arctocebus calabarensis,314.14
Loris tardigradus,237.0
Nycticebus pygmaeus,307.0
Nycticebus coucang,966.2
Perodicticus potto,1083.5
Lepilemur leucopus,700.0
Lepilemur ruficaudatus,779.0
Lepilemur mustelinus,713.0
Tarsius pumilis,
Tarsius dianae,107.0
Tarsius syrichta,112.0
Tarsius bancanus,101.2
Tarsius spectrum,179.6
Elephas maximus,3178000.0
Loxodonta africana,3507000.0
Abrocoma cinerea,250.0
Abrocoma bennetti,307.0
Agouti paca,9000.0
Anomalurus beecrofti,389.0
Anomalurus derbianus,770.0
Anomalurus pelii,1650.0
Idiurus zenkeri,15.75
Aplodontia rufa,687.0
Bathyergus suillus,635.0
Bathyergus janetta,332.0
Cryptomys damarensis,144.0
Cryptomys hottentotus,132.5
Cryptomys ochraceocinereus,200.0
Georychus capensis,181.0
Heliophobius argenteocinereus,160.0
Heterocephalus glaber,35.0
Capromys pilorides,4683.33
Geocapromys ingrahami,660.0
Geocapromys brownii,1500.0
Mysateles melanurus,
Mysateles prehensilis,
Plagiodontia aedium,1267.0
Castor fiber,19000.0
Castor canadensis,19606.67
Cavia tschudii,637.5
Cavia aperea,341.0
Cavia porcellus,728.0
Dolichotis salinicola,1600.0
Dolichotis patagonum,12500.0
Galea spixii,326.0
Galea musteloides,337.85
Kerodon rupestris,950.0
Microcavia australis,350.0
Chinchilla brevicaudata,500.0
Chinchilla lanigera,642.5
Lagidium viscacia,600.0
Lagidium peruanum,1270.0
Lagostomus maximus,3250.0
Ctenodactylus vali,174.75
Ctenodactylus gundi,288.8
Massoutiera mzabi,194.0
Ctenomys torquatus,275.0
Ctenomys haigi,164.0
Ctenomys peruanus,490.0
Ctenomys talarum,100.0
Ctenomys opimus,400.0
Dasyprocta punctata,2675.0
Dasyprocta cristata,2650.0
Dasyprocta leporina,3265.0
Myoprocta acouchy,775.0
Dinomys branickii,12500.0
Allactaga tetradactyla,52.0
Allactaga euphratica,35.9
Allactaga sibirica,117.5
Allactaga elater,58.67
Dipus sagitta,87.0
Eremodipus lichtensteini,51.0
Jaculus orientalis,134.0
Jaculus jaculus,55.0
Jaculus turcmenicus,
Napaeozapus insignis,21.33
Pygeretmus platyurus,
Pygeretmus pumilio,52.33
Salpingotus crassicauda,
Sicista napaea,
Sicista betulina,8.0
Stylodipus telum,55.0
Zapus princeps,28.75
Zapus trinotatus,24.0
Zapus hudsonius,18.25
Echimys chrysurus,640.0
Hoplomys gymnurus,504.0
Kannabateomys amblyonyx,460.0
Makalata armata,276.0
Proechimys cayennensis,356.5
Proechimys semispinosus,500.0
Proechimys guairae,350.0
Thrichomys apereoides,373.5
Coendou prehensilis,3900.0
Erethizon dorsatum,9000.0
Sphiggurus villosus,1750.0
Sphiggurus mexicanus,2000.0
Geomys bursarius,176.67
Geomys pinetis,142.5
Geomys personatus,397.0
Geomys arenarius,210.0
Orthogeomys hispidus,650.0
Orthogeomys cherriei,225.0
Pappogeomys castanops,266.0
Thomomys clusius,
Thomomys monticola,80.0
Thomomys umbrinus,100.0
Thomomys talpoides,91.4
Thomomys bulbivorus,359.9
Thomomys bottae,103.5
Thomomys townsendii,233.0
Chaetodipus nelsoni,14.4
Chaetodipus penicillatus,15.23
Chaetodipus californicus,25.5
Chaetodipus intermedius,16.5
Chaetodipus fallax,18.7
Chaetodipus formosus,19.45
Chaetodipus hispidus,35.25
Dipodomys elephantinus,85.0
Dipodomys nitratoides,35.5
Dipodomys panamintinus,72.4
Dipodomys microps,55.16
Dipodomys agilis,60.57
Dipodomys stephensi,64.5
Dipodomys venustus,82.0
Dipodomys merriami,40.0
Dipodomys spectabilis,119.6
Dipodomys californicus,84.96
Dipodomys ingens,132.0
Dipodomys heermanni,65.0
Dipodomys ordii,54.5
Dipodomys deserti,112.0
Heteromys anomalus,70.0
Heteromys oresterus,81.0
